Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
"FIVE Democrat Governors are killing the Airline Industry!

Draconian restrictions on air travel in 25 states are causing thousands of layoffs.

OPEN AMERICA NOW!
@TheJusticeDept 
@realDonaldTrumprealDonaldTrump
@DonaldJTrumpJr 
@USANews 
@GovMurphy",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
How many of #US wouldâve agreed to #shutdown had we known it would be for 4+ months!?#California policies regarding # # of the #lockdown are completely ridiculous. Many family restaurants &amp; corporate #Restaurants will file #bankruptcy due to prolonged compliance burden.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
#Walgreens #BedBathandBeyond all responsible for store closures. I knew many corporations would not survive the virus closings.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
The brutal truth is that doing nothing and allowing the virus to do its worst would have been infinitely preferable to the misery and death being caused by the government government's insane actions. #  should to # # # # # # # #. #Covid_19,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Someone please remind me why a virus with 90%+ survival rate is still causing lockdowns? 

COVIDVID19",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@IngrahamAngle @IngrahamAngle that's the stuff my parents taught me. Eventually we will all be exposed, like we are at to the flu and other germs.  And only 40% of us will get infected by the flu.  I still see people in masks not washing their hands!",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@KaceyonFox7 @2LarryJohnson7 Let's challenge all business owners across our great country to open their business on Independence Day. What better way to celebrate our nation??? RT! #America! #Freedom,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"The curve is flattening

Imagine had you Warren &amp; health dept not said it's no big deal-hop on the bandwagon, call it Chinese new virus, etc?

Imagine had you not taken forever to make a decision

Supermkts have been open-it's time to reopen #NY

#coronavirus
",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
@MattHancock @andrealeadsom No thanks. #novaccine #vaccVID #endsocialdistancing,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
I hate the fact I canât let my daughter outside and live a normal childhood because a her lockdown. Hopefully this virus goes away!,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"Let @realDonaldTrump @ @realDonaldTrump @ @ @,,,,,, Governors, and local leaders know they work for us, #WeThePeople they had plenty of time to gain control over this terror attack! #COVID19 # #VID! We must reopen America full speed! ",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
"@JosephJFischer1 Absolutely. I'm sure someone who does this sort of thing can go back and count how many times @realDonaldTrump raised this, how many times Fauci said, and how many scathing stories we had on it. @IngrahamAngle was on top of this from start.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
"450,000 people are dead per year in the United States alone due to cigarette use.   Where's big government?   Why am I allowed to smoke,  I allowed to to run a business?   Take off the masks.   @GovMikeDeWine
@realDonaldTrump",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@AlanLevinovitz Gotcha. I think  masks do save lives tho. Masks.. probably not. Maybe they do, but I doubt it.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
Where is the opposition to wearing masks in @BBCNewsnight? A Tory lord and a  Labour peer both open to yet more restrictions on our liberty in the name of public safety,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@MattHancock @NHSX Please stop wasting more of our money. The lockdown should have been lifted as soon as the NHS had capacity, instead thousands have missed urgent referrals and treatments for cancer and other illnesses.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@davidmos77 @SteveBakerHW @tradegovuk @trussliz @Tussell_UK I think âbasic due diligenceâ left the room a long time ago before it could be applied to the Corona virus and that was used to imprison the entire country!,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@ShawnShafai @nsarwark @chrismartenson So
Closing schools
Social distancing
Masks
Plexiglass at the Grover
Locking down

 at home stay     going't work",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"There are more around 280k deaths/yr per year. 
Of those usually 8000 or so are from flu/pneumonia.
As of today 8773 have died from or ""with"" Covid-19.
How many have died of ""regular"" flu?
How many of us will die from lack of care/diagnosis due to lockdown?",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@,  I I't can to differentiate from actual live cases, so the test is flawed, and Inslee is using this test to keep his emergency powers to keep our State closed. Please go online and see the data for yourself. #Unite #Fight #Vote",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@AlexMarlow @BreitbartNews Idiots.. Wake up America now, communists are trying to take over our country.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"In my country we have really mentally ill gangs known as the # andCommun. Those in charge of each gang dictate everything to the rest. Most of the rest are clueless about anything and just follow along.

#fakevirus
#coronavirushoax
#covidiots",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"It is not the governments right to tell a grandparent if they can or can't hug their grandchildren

#tyranny #Totalitarianism",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@AlexBerenson @MarcDamon1 Yeah because the first lockdown really solved it, right?!? These people are just dumb.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@realDonaldTrump Not in California! You promised to reign in the âlockdown governorsâ and we donât see that happening!!! #     and,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@realDonaldTrump Thank you, Mr. President.  Mortality rate of 0.09 for those under 65 is not worthy of a shutdown and our schools should reopen with no restrictions.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
