target,cluster
terrorism,9
company,2
hsbc,4
hsbc,4
drug cartel,8
threat,2
low wage immigrant,1
immigrant,9
economics,1
regulating marketplace,2
business regulation,1
helping public,2
marketplace regulation,2
supporting one 's country,2
trump presidency,9
patriotism,9
country,2
dual citizenship,9
american expat,4
citizenship,9
city,2
city tax,1
social service,2
tax,1
helping condo developer,2
developer,2
taxation,1
tax building,1
dual citizenship,9
eu passport,4
dual citizenship,9
citizenship,9
company,2
regulation,1
safety law,2
steel mill,2
legitimate threat,2
technology,2
planet,2
population growth,2
overcrowding,2
population,2
technology,2
overpopulation,9
reparation,1
slave,2
slave reparation,2
former colonial power,2
slave reparation,2
slave reparation,2
economic condition black population,2
judge speaking,2
free speech,2
judicial bias,2
justice,2
marijuana,6
marijuana,6
morality,2
gateway drug,8
legality,9
racial minority,9
company,2
corporate polluter regulation,1
polluter,1
people,2
entertainment,2
junk candidate,2
medium,2
tip,1
restaurant worker,2
tip,1
tip restaurant,2
waiter,2
low wage,1
american worker,4
threat,2
immigration,9
immigrant impact american job security,2
immigration,9
public university,3
college,3
university system,3
uc school,3
state tuition,3
intestate collage acceptance,2
intestate college tuition,3
college tuition,3
college acceptance,3
sport program undergraduate school,3
sport,2
company,2
business regulation,1
regulation benefit,1
government regulation,1
dual citizenship,9
multi citizenship,9
immigration,9
government,1
airline fare,2
taxpayer fund airport,1
airline industry,2
tax,1
current flight price,2
airport funding,1
war,9
foreign policy,2
government budget,1
military base,2
war,9
war funded tax dollar,1
department defense,2
american policing country,2
gateway drug,8
marijuana,6
marijuana legalization,6
cant take position,2
illegal activity,2
illegal activity drug,8
marijuana,6
marijuana legalization,6
drug legalization,8
marijuana,6
mother teresa,4
bad moral,2
substandard medical care,2
walmart,4
walmart 's economic progress,2
public opinion,2
walmart grocery,4
healthier,2
walmart,4
walmart,4
walmart getting economically environmentally friendly,2
israel,5
none,2
palestine,5
jordan,4
palestinian state,4
palestinian state,4
electric car,2
electric vehicle,2
electric car,2
israel,5
israel national identity,4
israel,5
nuclear transparency,2
israeli exceptionalism,5
mother teresa,4
mother teresa,4
mother teresa,4
mother theresa,4
woman,2
raising family,2
extended family,2
c section,2
c section,2
family makeup,2
motherhood,9
raising family,2
child raised elder,2
kid,3
challenge oneself,2
auditing algebra,3
algebra,3
audit algebra,3
subject,2
basketball,3
pro game,2
modern basketball,2
foul,2
winning record,2
wilt chamberlain,4
electric car,2
technological improvement,2
electric vehicle,2
late pregnancy,2
childbirth,9
motherhood,9
age child,3
motherhood,9
woman child bearing,2
age kid,3
pregnancy,2
rim,2
nba basketball,4
raising rim,2
tall basketball player,2
basketball,3
us,2
possible regime change,2
u.s. intervention libya,4
al qaeda,2
syria,5
us intervention,2
syrian intervention,4
assad,5
charter school,3
charter school,3
child,3
charter school,3
cherrypicking student,3
charter school acceptance policy,3
charter school,3
charter school,3
capital gain,2
tax cut,1
tax,1
income tax,1
sleep,2
school start time,3
eight hour sleep,2
sleep,2
graduate,3
greater success,2
marriage,9
child without father,2
extreme parenting,2
father figure,2
stepchild,2
same sex college,3
woman 's college,3
college,3
single sex college,3
people,2
teach,3
high school civics course,3
high school civics course,3
foreign language class,2
college bilingual requirement,3
benefit bilingual,2
mandatory college,3
europe,5
required foreign language,2
multi lingual,2
veganism,7
developing brain,2
real food,2
baby food,2
real food,2
nina,4
brain food,2
credential,3
real food,2
nutrition baby,2
company,2
automobile regulation,1
vw car,2
uncontrolled waste disposal,2
vw,4
prozac,8
depression,8
medicine,2
depression,8
reparation,1
slavery,9
former colonial power,2
slavery,9
african american seek reparation west african kingdom,4
percentage slave ownership 1860,2
veganism,7
veganism,7
vegan,7
vegan,7
veganism,7
balanced diet,2
diet,2
dual citizenship,9
dual citizenship,9
dual citizenship,9
capital gain,2
tax,1
tax reform,1
tax rate,1
extreme parenting,2
parent,3
bully,2
dual citizenship,9
citizenship,9
passport,9
citizenship,9
capital gain,2
income,1
lower taxation capital gain,1
unfairness taxation,1
dividend,1
lowering tax senior 's cd,2
vaccination,0
parent,3
science,2
child,3
history,2
parent,3
mandatory child,3
parental right,2
choice,2
israel,5
israel,5
us support israel,4
middle east,2
bank,1
deregulation bank,1
government,1
corporate lobbying,1
big bank,2
bank deregulation,1
deregulation bank,1
bank,1
city,2
architecture,2
superstar architect,2
local talent,2
local architect,2
architecture,2
architect,2
architecture,2
workplace,3
japan,5
debate technique,2
tip,1
practice tipping,1
restaurant,2
tip,1
tip,1
restaurant,2
public university,3
low income student,3
free college,3
lack support white middle class student,2
higher education funding,3
intestate student,3
foreign student,3
student aid,3
middle class college burden,3
student loan,3
college expense,3
colorado,4
alcohol,8
alcohol law,8
maureen dowd,4
pot,1
marijuana,6
legalizing marijuana,6
fema,4
homogeneous community,2
fema,4
rim,2
peach basket,2
height basket,2
changing height basket,2
basketball,3
peach basket,2
problem,2
immigrant,9
undocumented immigrant,9
immigrant displacement american job,9
immigration,9
illegal immigrant,9
illegal immigration,9
immigrant,9
tax break,1
financial aid,2
cost education,3
wealthy college,3
financial aid,2
financial support student,3
threat,2
iran,5
iran,5
propaganda,2
iran,5
iran threat,4
iran,5
propaganda,2
iran,5
animal mutilation,2
animal cruelty,2
pet,2
owning pet,2
motherhood,9
child,3
childbearing,9
woman,2
motherhood late age,2
baby,2
raising grandchild,2
harm,2
obama,4
drone strike,2
terrorism,9
attack,2
drone strike,2
drink strike,2
marijuana,6
marijuana,6
gateway drug,8
weed legalization,6
alcohol,8
marijuana,6
child,3
parent,3
philosophy,2
parental involvement,3
hand parenting approach,2
parent,3
philosophy,2
parenting approach,2
child,3
farm subsidy,1
agriculture,1
import food,2
national security,2
farm subsidy,1
farm subsidy program,1
farm,2
nation,2
israel,5
israeli palestinian conflict,5
israeli national interest,2
violence middle east,2
palestinian state,4
israel,5
israel violent place,2
economy,1
attack,2
america 's fight terrorist,4
drone,2
harm,2
terrorist,4
fema,4
disaster relief,2
private industry,2
business,2
retail bank,1
banking regulation,1
wealthy college,3
tax law,1
nonprofit,3
tax break,1
tax,1
tax system,1
pot,1
big marijuana,6
marijuana,6
people,2
television,2
quality life,2
wealthy college,3
university,3
tax,1
tax subsidy non profit,1
tax break,1
manufacture,2
land taxation,1
parent,3
benefit family vacation,2
leisure trip,2
family trip,2
family togetherness,2
educational vacation,3
vacation,2
family vacation,2
vacation,2
travel,2
extreme parenting,2
m small,2
veneration happiness,2
letting people want make happy..important critical moderation,2
western value,2
greater success,2
life,2
contemporary life,2
contemporary western life,2
carelessness,2
same sex college,3
college,3
woman 's college,3
attack,2
terrorism,9
drone strike,2
airport security,2
six year,2
public education,3
early college,3
road block education,2
school system,3
education,3
high school,3
high school,3
making public education optimizable student,3
highscool early college availability,3
student frustration education system,3
highschool,3
new employee,2
employment,1
noncompete,1
noncompete deal,1
lawsuit,1
free marketplace,2
walmart,4
high fructose corn syrup,2
walmart,4
healthier,2
walmart,4
sugar reduction,1
walmart,4
bad deal city state,2
conservative member gop,4
privatization,9
regulation,1
privatization,9
privatization,9
big bank,2
regulation,1
big company,2
powerful politician,2
control,2
criminal,8
foreign settlement,1
settlement,1
u.s. president,4
bailouts,1
prostitution,8
paying sex,2
pay sex,1
nonprofit status,2
tax,1
tax policy,1
tax,1
sport league,2
tax,1
single tax rate,1
tax,1
immigration,9
nonnative student,3
legal immigration,9
illegal immigration,9
problem,2
legal immigrant,9
legal immigration,9
illegal immigration,9
veganism,7
vegan,7
advantage plant based diet,2
veganism,7
vegan,7
veganism,7
popularity veganism,7
consuming animal product,2
healthier eating habit,2
veganism,7
capital gain,2
tax,1
economic growth,2
woman,2
insurance,1
midwife,9
home birth,2
kid home,3
home birth,2
homebirth,4
home birth,2
vaccination,0
vaccinate,0
vaccination,0
freedom,2
mandatory child,3
parent 's deciding vaccination,2
parent guardian kid,3
arm,2
u.s. arm industry,2
us military,2
arm,2
colorado,4
drug legalization,8
drug trial,8
legalize colorado,4
legalization,6
pot,1
drug legalization,8
lab experiment,2
rat experiment,2
israel,5
israel,5
military support,2
experience,2
teacher,3
teacher,3
teacher,3
public school teacher,3
farm subsidy,1
fertilizer,1
farm subsidy,1
farmer,1
national security,2
farm,2
farm subsidy,1
vfdd market,2
new apps,2
elite restaurant,2
business 's,2
reservation,2
restaurant overhead,2
way people get popular restaurant,2
show reservation,2
deposit reservation,1
elite restaurant,2
mother teresa,4
catholic church,4
sainthood,9
people,2
culture,2
society going downhill,2
hippie overthrow american culture,2
history society,2
cold war,2
noncompete deal,1
workplace,3
wage,1
business owner,2
former colonial power,2
minority citizenship,9
human trafficking slave trade,2
reparation,1
slave trade,1
immigration,9
parent,3
complete privacy child,2
baby boomer,2
censorship,9
generation,2
palestinian state,4
gaza,5
palestinian independence,4
rebuild gaza,4
rebuild gaza,4
arab n't care palestinian,4
foreign aid,2
foreign aid,2
helping palestinian,4
gaza,5
fema,4
working together,2
disaster relief,2
disaster,2
tip,1
wage inequality due tipping,1
restaurant,2
restaurant owner favour tipping,2
restaurant,2
tip,1
tip,1
restaurant,2
vaccination,0
vaccination,0
us childhood vaccination,2
mandatory child,3
childhood vaccination,0
childhood vaccination,0
vaccination side effect,2
kid,3
curriculum,3
school curriculum,3
crime,8
analogy,2
statistic,2
land,2
public beach access,2
beach access,2
rental company,2
beachfront home,2
public access shore,2
unrestricted shore access,2
protecting beach,2
responsibility shore,2
rental car,2
fee,1
banker,1
banking system,2
paying banker investment,1
syria,5
assad,5
civil war,9
islam,4
hezbollah,5
civil war theory,2
civil war,9
syrian civil war,4
civil war,9
fear war,2
drug war,8
smart phone addiction,2
mother teresa,4
flag burning,2
racism,9
sanction,1
electric car,2
high speed rail,2
patent monopoly,1
land,2
foreign language class,2
college student vote,3
overcrowding,2
racism,9
attack,2
vegan,7
western diet,2
birthright citizenship,9
matter election,9
immigrant,9
public preschool,3
american lower class,2
isi,4
prozac,8
cherrypicking student,3
intestate collage acceptance,2
tip,1
background check,2
harm,2
royal extravagance,2
technological distraction,2
iran,5
nonprofit status,2
tip,1
overcrowding,2
noncompete deal,1
high school hour,3
affirmative action,2
altruism,2
continuing education,3
changing tax code,1
farm,2
current flight price,2
affirmative action,2
illegal immigration,9
threat,2
republican,4
medical website,2
rich politicans,2
iran,5
tax policy,1
israel,5
cherrypicking student,3
charging extra different item restaurant,2
tax break,1
felon,8
same sex college,3
attack,2
taxing stock purchase,1
nation,2
newspaper,2
capital gain,2
vaccine,0
dream,2
mandatory college,3
state internship,3
public preschool,3
undocumented worker,9
war,9
marijuana,6
tax break,1
privatization,9
college student vote,3
mandatory child,3
marijuana,6
fifa,5
child,3
capital gain tax,1
usa embassy 's support israel,4
us foreign policy,2
child,3
new employee,2
sport program undergraduate school,3
speech,2
mandatory child,3
electric car,2
company,2
quran,4
prozac,8
colorado,4
adult,3
public school system,3
miss america,4
tip,1
israel,5
capital gain tax,1
illegal immigration,9
tip,1
cherrypicking student,3
cat,2
capital gain,2
city,2
prison rehabilitation punishment,8
tax break sport league,1
marijuana,6
censorship,9
richard bove,4
affirmative action,2
healthier,2
gene,2
sport program undergraduate school,3
gateway drug,8
interspecies genocide,9
status teacher,3
globalization,9
farm,2
international cooperation,2
capital gain,2
income,1
veganism,7
college student vote,3
farm,2
drilling,2
bank lending,1
research paper,2
vaccination,0
europe,5
us diplomatic effort iran,2
research paper,2
affirmative action,2
home schoolers,3
company,2
colorado,4
patent monopoly,1
marijuana gateway drug,8
vaccination,0
gateway drug,8
take family driving trip,2
jail record,2
parent,3
free intestate tuition,1
isi,4
motherhood,9
involved parenting,2
no tipping restaurant,2
bad deal city state,2
wal mart 's unfair competition,2
tax break,1
extreme parenting,2
immigration,9
lack support white middle class student,2
polygamy,9
worker,1
felon,8
