target,cluster
cheating n't mention romance,2
public worker,2
marijuana legalization,0
modern education system,2
market marijuana,0
extreme parenting,2
illegal immigration,0
positioning us embassy tel aviv,2
veganism,3
overcrowd,2
free speech,2
number,2
legislation,0
immigration,0
higher education,1
private beach,2
speech,2
tax break,2
capital gain,2
farming technology,2
deference religion,2
violence,0
humanity program,2
same sex college,1
freedom speech employment,2
israel,4
bp disaster,2
capital gain,2
overcrowding,0
independent palestinian state,2
worker,2
military intervention middle east,2
threat,2
home schoolers,1
bar,2
teacher,1
gateway drug,0
technological innovation,2
grade college,1
low wage,2
adult,1
free speech,2
gateway drug,0
home schoolers,1
sport program undergraduate school,1
everyone,2
economist,2
smoking marijuana,0
vaccination,0
israel,4
europe,4
greater success,2
same sex college,1
condo owner,2
public university,1
protection,2
law school,1
felon,0
rich politicans,2
restaurant employee salary,2
israel negotiation,4
fly,2
stop abusive israeli treatment neighboring palestinian,2
teacher training us,1
sanction,2
serious crime,2
extreme parenting,2
isi,2
economist,2
free speech,2
home schoolers,1
company,2
letting people want make happy..important critical moderation,2
company,2
airline industry,2
marijuana,0
capital gain,2
israel,4
vaccination,0
illegal labor,0
intestate student,1
parental responsibility,1
israel,4
public university,1
ms. rocco,4
tax break,2
vaccination,0
overcrowding,0
colorado,4
home birth,2
gamble,2
europe,4
robot driver,2
vegan,3
gamble,2
extreme parenting,2
mideast peace,4
palestinian state,4
republican,4
legitimate threat,2
student aid,1
protecting beach,2
affirmative action,2
city,2
opioid training,0
marijuana,0
tip,2
problem,2
fly,2
sanction,2
woman,2
intervention,2
positioning us embassy tel aviv,2
driverless car,2
obesity,0
tax break,2
pot,0
government benefit,2
home birth,2
gamble,2
time day affecting decision,2
legal immigration,0
take family driving trip,2
monarch,2
home schoolers,1
vaccinating child,1
charter school,1
smog,0
public school,1
vaccination,0
office layout,2
veganism,3
mother teresa,2
capital gain,2
early learning,1
political opinion,2
mine,2
national security,2
airline,2
company,2
veganism,3
beachfront home,2
political correctness,2
freedom speech,2
mine,2
kid home,1
workplace,2
veganism,3
healthier,2
speech,2
overcrowd,2
public worker,2
smartphone usage,2
vaccination,0
free speech,2
problem,2
kid home,1
grade college,1
capital gain,2
syria,4
religious deed,2
tip,2
opioids,0
europe,4
older mother,2
high school team,1
middle east,2
number foreign student american university,1
war drug,0
fifa,4
federal funding patent holder,2
marijuana,0
war drug,0
college graduate,1
attempting state meat necessary human diet,2
tip,2
commodification everything,2
banker,2
foreign language class,2
kid,1
vaccination,0
business,2
drug rehabilitation,0
nail removal,2
mandatory child,1
immigration policy,0
quran,4
palestinian state,4
u.s. embassy,4
sport program undergraduate school,1
u.s. embassy,4
palestinian state,4
company,2
minor violation,2
border,0
affirmative action,2
gene,2
capital gain,2
veganism,3
isi,2
small farm,2
isi,2
marijuana,0
workplace,2
office layout,2
border security,2
refugee,0
immigration,0
kid,1
wealthy college,1
immigration reform,0
high school,1
sanction,2
nation,2
kid,1
home schoolers,1
vaccination,0
farm subsidy,2
city,2
driverless car,2
extreme parenting,2
woman,2
fruit veg price,2
tip,2
noncompete deal,2
spending money defend ally,2
harm,2
internet,2
affirmative action,2
experience,2
capital gain tax,2
veganism,3
tfa,4
gateway drug,0
cherrypicking student,1
school,1
rim,2
anti vaccination movement,0
opioid training,0
problem,2
israel,4
benefit technology,2
harm,2
company,2
legitimate threat,2
tax break,2
depression anxiety,2
delayed motherhood,2
school librarian,1
tsa flying restriction,2
gene,2
fee,2
consumer society,2
grade college,1
health aging,2
taxing capital gain,2
improper use supplement,2
schooling home,1
pot,0
legitimate threat,2
airline industry,2
10 foot rim,2
research paper,2
cheating n't mention romance,2
control,2
learn,2
tax break,2
europe,4
labor income tax,2
colorado,4
anti vaccination movement,0
democracy,0
privatization,0
capital gain,2
syria,4
banker,2
government control internet,2
former colonial power,2
threat,2
prostitution,0
catholic america,4
prostitution,0
fertility procedure time consuming,2
midwife,0
sport program undergraduate school,1
electric car,2
royal extravagance,2
u.s,4
marijuana legalization,0
kid home,1
none,2
democracy,0
private beach,2
charter school,1
sport program undergraduate school,1
vaccination,0
cat,3
no tipping restaurant,2
privatization,0
motherhood,0
walmart,4
prostitution,0
enough,2
prostitution,0
fema,4
people,2
helping condo developer,2
russia,4
overweight,2
inequality,0
helping condo developer,2
medical website,2
dual citizenship,0
government,0
casino,2
illegal labor,0
vaccination,0
mandatory college,1
vegan,3
crime,0
isi,2
special need,2
experience,2
tip,2
tipping wait staff,2
federal funding,0
cherrypicking student,1
dual citizenship,0
patient,2
palestinian state,4
supporting one 's country,2
danger,2
electric car,2
mother teresa,2
low effort book,2
aba testing open,2
dunk,2
mandatory college,1
freedom speech employment,2
everyone,2
chinese school,1
tax break,2
immigration,0
full use federal aid,2
food label,2
dual citizenship,0
motherhood,0
parenting approach,2
fema,4
vaccination,0
american lower class,2
land,2
contractor civil servant,2
beauty based scholarship,2
electric car,2
tax break service n't use,2
status teacher,1
unfairness taxation,0
mother teresa,2
palestinian state,4
farm,2
politician,0
mandatory child,1
technology,2
conservation,2
conducting business,2
company policy,2
u.s. embassy,4
veganism,3
law school,1
personal accountability,2
sport program undergraduate school,1
using phone,2
internet research,2
government funded school,1
veganism,3
airline industry,2
public beach,2
office layout,2
smart investment,2
employment,0
high school hour,1
strict discipline,2
illegal worker allowed work farm,2
people,2
saving taxpayer dollar alternative schooling,2
bar,2
public worker,2
extreme parenting,2
arm,2
sweet briar,2
vaccination,0
sport program undergraduate school,1
refugee,0
renewable energy source,2
sport program undergraduate school,1
nonprofit status,2
arrest,0
israel,4
cat,3
inequality immigrant,0
sanction,2
immigration,0
tipping wait bar staff appropriately,2
homeschooling,1
prop 13,2
jerusalem,4
summer school,1
human nutrition,2
war,0
tax break,2
private beach,2
popularity veganism,3
healthy eating,2
nuclear transparency,2
mandatory child,1
public university,1
jail record,2
healthier,2
medical website,2
american lower class,2
small business,2
marijuana,0
high school,1
adopting cat cn take care,2
speaking language around,2
farm subsidy,2
beachfront home,2
veganism,3
public worker,2
big bank,2
attack,2
no tipping restaurant,2
agricultural mechanization,2
reparation slavery,0
pr move,2
legal employed,2
smog,0
bachelor 's degree,2
u.s,4
overcrowd,2
us kerry,4
israel,4
israel,4
cherrypicking student,1
economist,2
mandatory college,1
company,2
capital gain,2
changing height basket,2
bank,2
youth addicted social medium,2
refugee,0
weapon sale,2
charter school,1
grade college,1
border security,2
vaccination,0
immigration reform,0
vaccination,0
marriage,0
overcrowding,0
affirmative action,2
useful excercise college student,1
fitness,2
lazy kid,1
israel stay,4
beauty pageant,2
sanction,2
motherhood,0
renewable energy,2
grade college,1
street style,2
kid,1
ca vegan dinner,2
gateway drug,0
illegal immigration,0
arm,2
airline,2
u.s. embassy,4
beachfront home,2
israel,4
experience,2
foreign worker outsourcing,2
income,2
nation,2
felon,0
mandatory college,1
entertainment tech,2
farm,2
fee,2
obesity,0
veganism,3
israel,4
home schoolers,1
refugee,0
federal funding,0
conservative resistance,2
immigration,0
con home schooling,1
offshore oil drilling,2
advice,2
social development,2
technology use pub,2
home medical procedure,2
marijuana legalization,0
none,2
tax break,2
renewable energy,2
public university,1
law protecting right way shoreline,2
birthing center,2
home schoolers,1
affirmative action,2
inspection,2
pot,0
tax,0
legitimate threat,2
vaccination,0
veganism,3
mideast peace,4
veganism,3
gateway drug,0
teacher code conduct,2
risk taking,2
america 's fear,2
rebuild gaza,4
dual citizenship,0
israel,4
tax break,2
home schoolers,1
fee,2
gateway drug,0
miss america,4
vaccination,0
way sell free,2
current financial policy,2
farm robot,2
farm subsidy,2
state sovereignty,2
impeding inspector,2
mandatory child,1
border security,2
school,1
israel,4
olympics,4
private beach,2
immigrant,0
high school,1
tipping worker,2
gateway drug,0
new employee,2
vacation,2
large fee,2
legalized prostitution,0
muslim,4
western diet,2
kid home,1
minor violation,2
airline industry,2
early college,1
home schoolers,1
curriculum public school,1
renewable energy source,2
intelligence republican voter,0
education deaf,1
palestine politics,4
palestinian state,4
new employee,2
woman,2
motherhood,0
immigration,0
free speech,2
machine,2
prostitution,0
late pregnancy,2
prohibition,0
isi,2
veganism,3
deaf people,2
fertility procedure time consuming,2
iran,4
capital gain,2
rim,2
capital gain,2
tip,2
volt hybrid another step toward alternative,2
mandatory child,1
tolerance,2
extreme parenting,2
business,2
pot,0
illegal immigration,0
status teacher,1
things/classes dumbed people becoming intellectually lazy,2
pot,0
royal couple,2
bank,2
capital gain,2
income,2
royal medium exposure,2
healthier,2
nation,2
parent,1
illegal immigration,0
men seeking female mate better shape fitness wise,2
royal couple,2
younger generation,2
inequality immigrant,0
arm,2
city,2
office layout,2
rehabilitation,2
drilling,2
legitimate threat,2
kid,1
charles,4
israel,4
education,1
restaurant,2
tip,2
tip,2
beachfront home,2
n't allow isi power,2
traditional value,2
immigration,0
threat,2
cat,3
vacation,2
patent extension,2
terrorism,0
jewish state,4
syria,4
food cabling,2
hypocrite,2
prohibition,0
private beach,2
intervention,2
reservation,2
income,2
judge,2
government immigration control,0
income,2
acceptance lottery,2
marijuana,0
veganism,3
rim,2
safety law,2
u.s. embassy,4
mandatory vaccine,0
tax break,2
genetic disposition,2
gateway drug,0
workplace,2
farm,2
higher education,1
local talent,2
farm,2
celebrity privacy,2
weapon sale,2
rich politicans,2
c section,2
workplace,2
europe,4
living wage restaurant worker,2
russia,4
minor violation,2
political purity test,2
extreme parenting,2
israel,4
taxing capital gain,2
short work hour,2
extreme parenting,2
dual citizenship,0
medical website,2
nation,2
u.s,4
useful excercise college student,1
refugee,0
personal opinion,2
home schoolers,1
tax break,2
high school team,1
palestinian state,4
illegal labor,0
advice eating well,2
political opinion,2
math,1
street style,2
affirmative action,2
living wage,2
mandatory college,1
felon,0
arming insurgent,2
status public teacher,1
royal couple,2
dream,2
tip,2
big bank,2
income,2
dunk,2
conglomerate get farm aid,2
illegal labor,0
mother teresa,2
veganism,3
felon,0
parent,1
grade college,1
overcrowding,0
mother teresa,2
tip,2
privatize access shore line,2
muslim immigrant,4
younger generation student,1
female empowerment,2
worker,2
home schoolers,1
individuality,2
illegal immigration,0
sport program undergraduate school,1
school privatization,1
big bank,2
oil dependence,2
value effectiveness college,1
fema,4
immigration,0
tip,2
sanction,2
status teacher,1
animal product,2
marijuana,0
big bank,2
new employee,2
prostitution,0
veganism,3
100 juice,2
illegal labor,0
diner america,4
right wing propaganda,2
bar,2
motherhood,0
intestate student,1
dual citizenship,0
college administration,1
law school,1
problem,2
cat,3
affirmative action,2
research paper,2
threat,2
gateway drug,0
teacher making difference,2
farming tax,0
airline,2
noncompete deal,2
antidepressant,0
flag burning,2
crime,0
mother teresa,2
dna ownership,2
benefit technology,2
illegal immigration,0
declawing prevents cat overpopulation,3
europe,4
public university,1
u.s,4
israel,4
useful excercise college student,1
illegal labor,0
mandatory child,1
teaching america,4
forprofit school,1
mother teresa,2
gateway drug,0
vegan,3
behavioral attitude,2
home schoolers,1
fee,2
gamble,2
dropout rate,2
internet research,2
teacher training us,1
news,2
new hampshire,2
extreme parenting,2
technological innovation,2
electric car,2
experience,2
republican,4
regime change,2
conservative,2
sport program undergraduate school,1
rich politicans,2
pot,0
prohibition,0
kid home,1
gateway drug,0
rich,2
motherhood,0
opioid training,0
big bank,2
city,2
child,1
government investment job program,2
enough,2
dunking basketball,2
overcrowding,0
modern family,2
obesity,0
grade college,1
mass arm deal,2
way sell free,2
farm subsidy,2
threat,2
overcrowding,0
problem,2
fertility procedure,2
high school team,1
paying college,1
good deed,2
felon,0
gentrification,0
gene,2
public worker,2
phone public,2
dr. evans want pot business,2
veganism,3
illegal labor,0
