Tweet,Target 1,Stance 1,set,Target ori
prohibiting flag burning threatens freedom of speech.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
Prohibiting flag burning will only motivate and support opposition parties which will lead to more violence and destabilization of democracy.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
prohibiting flag burning would be impinging the right of free speech.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
Prohibiting flag burning would lead to a slippery slope of government censorship on a far greater scale.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
prohibiting mandatory retirement can help relieve the burden of an ageing workforce on pension systems,end mandatory retirement,FAVOR,train,We should end mandatory retirement
prohibiting mandatory retirement promotes labour market supply and removes barriers to older people participating in society,end mandatory retirement,FAVOR,train,We should end mandatory retirement
prohibiting weapons would significantly reduce crimes,arms,FAVOR,train,We should abolish the right to keep and bear arms
promiscuity is a sin and is proliferated by women engaging in prostitution. men could rarely control themselves when they are tempted by women on the streets wearing sexy clothes,prostitution,AGAINST,train,We should legalize prostitution
promotes debate and healthy competition,multi-party system,FAVOR,train,We should adopt a multi-party system
promoting prostitution as a career choice would lead to people from more vulnerable sectors of society getting into it more readily than they otherwise would have,prostitution,AGAINST,train,We should legalize prostitution
proper homepathic methods do not cause any harm to patients,Homeopathy harm good,AGAINST,train,Homeopathy brings more harm than good
"property is property, whether intellectual or physical and belongs to whoever created it.  their rights should be protected.",property rights,AGAINST,train,We should abolish intellectual property rights
property owners should be able to do what they want with their own property,collectivism,FAVOR,train,We should oppose collectivism
Property rights are essential as it encourages innovative thought and technological advances.,property rights,AGAINST,train,We should abolish intellectual property rights
property rights give someone a monopoly enabling them to charge what they like.,property rights,FAVOR,train,We should abolish intellectual property rights
prosecuting people who have committed murders would become more complicated if they could claim they were assisting in a suicide.,offence,FAVOR,train,Assisted suicide should be a criminal offence
"prostitutes are at risk for stds, mental illnesses, rape, and violence.",prostitution,AGAINST,train,We should legalize prostitution
"Prostitutes are subject to cruel and degrading treatment by both their pimps and clients. This is not a profession that should be legalized, it should be eradicated.",prostitution,AGAINST,train,We should legalize prostitution
prostitutes create health hazard by propagating infectious diseases easily across the city,prostitution,AGAINST,train,We should legalize prostitution
Prostitutes deserve the same rights as workers in any other trade.,prostitution,FAVOR,train,We should legalize prostitution
"prostitutes will now have legal protection against abuse, trafficking, and diseases",prostitution,FAVOR,train,We should legalize prostitution
prostitution absolutely should be legal.  no one is harmed by it and if someone chooses to pay for sexual favors that is up to them.,prostitution,FAVOR,train,We should legalize prostitution
